    116     |     46     |     41     |     5      |     0      |
    117     |     41     |     34     |     7      |     0      |
    118     |     34     |     29     |     5      |     0      |
    119     |     73     |     68     |     5      |     0      |
* * * * * Any deliveries were delayed today. * * * * *
    120     |     68     |     58     |     10     |     0      |
    121     |     58     |     51     |     7      |     0      |
* * * * * Any deliveries were delayed today. * * * * *
    122     |     51     |     51     |     0      |     0      |
    123     |     51     |     39     |     12     |     0      |
    124     |     39     |     39     |     0      |     0      |
    125     |     39     |     27     |     12     |     0      |
    126     |     27     |     27     |     0      |     0      |
    127     |     73     |     73     |     0      |     0      |
    128     |     73     |     61     |     12     |     0      |
    129     |     61     |     51     |     10     |     0      |
    130     |     51     |     49     |     2      |     0      |
    131     |     49     |     42     |     7      |     0      |
    132     |     42     |     40     |     2      |     0      |
    133     |     40     |     40     |     0      |     0      |
    134     |     83     |     76     |     7      |     0      |
    135     |     76     |     69     |     7      |     0      |
* * * * * Someone placed a massive order today. * * * * *
    136     |     65     |     55     |     10     |     4      |
* * * * * There was a fire in the stock room today. * * * * *
    137     |     55     |     48     |     7      |     0      |
    138     |     48     |     41     |     7      |     0      |
    139     |     41     |     39     |     2      |     0      |
    140     |     39     |     27     |     12     |     0      |
    141     |     27     |     27     |     0      |     0      |
    142     |     27     |     22     |     5      |     0      |
    143     |     22     |     22     |     0      |     0      |
    144     |     66     |     59     |     7      |     0      |
    145     |     59     |     47     |     12     |     0      |
    146     |     47     |     42     |     5      |     0      |
    147     |     42     |     32     |     10     |     0      |
    148     |     32     |     30     |     2      |     0      |
    149     |     30     |     20     |     10     |     0      |
    150     |     63     |     61     |     2      |     0      |
    151     |     61     |     51     |     10     |     0      |
    152     |     51     |     41     |     10     |     0      |
    153     |     41     |     31     |     10     |     0      |
    154     |     31     |     24     |     7      |     0      |
    155     |     24     |     22     |     2      |     0      |
    156     |     66     |     59     |     7      |     0      |
    157     |     59     |     54     |     5      |     0      |
    158     |     54     |     42     |     12     |     0      |
    159     |     42     |     32     |     10     |     0      |
    160     |     2      |     2      |     0      |     30     |
* * * * * There was a fire in the stock room today. * * * * *
    161     |     2      |     0      |     12     |     0      |
    162     |     43     |     43     |     0      |     0      |
    163     |     43     |     31     |     12     |     0      |
    164     |     73     |     68     |     5      |     0      |
* * * * * Any deliveries were delayed today. * * * * *
    165     |     68     |     58     |     10     |     0      |
    166     |     58     |     48     |     10     |     0      |
    167     |     48     |     41     |     7      |     0      |
    168     |     41     |     41     |     0      |     0      |
    169     |     41     |     39     |     2      |     0      |
    170     |     39     |     27     |     12     |     0      |
    171     |     27     |     22     |     5      |     0      |
    172     |     66     |     61     |     5      |     0      |
    173     |     61     |     49     |     12     |     0      |
    174     |     12     |     2      |     10     |     37     |
* * * * * There was a fire in the stock room today. * * * * *
    175     |     2      |     2      |     0      |     0      |
    176     |     1      |     0      |     7      |     1      |
* * * * * There was a fire in the stock room today. * * * * *
    177     |     83     |     81     |     2      |     0      |
    178     |     81     |     76     |     5      |     0      |
    179     |     76     |     74     |     2      |     0      |
    180     |     74     |     69     |     5      |     0      |
    181     |     69     |     59     |     10     |     0      |
    182     |     59     |     54     |     5      |     0      |
    183     |     54     |     42     |     12     |     0      |
    184     |     42     |     40     |     2      |     0      |
    185     |     40     |     38     |     2      |     0      |
    186     |     38     |     33     |     5      |     0      |
    187     |     33     |     21     |     12     |     0      |
    188     |     21     |     21     |     0      |     0      |
    189     |     64     |     64     |     0      |     0      |
    190     |     64     |     52     |     12     |     0      |
    191     |     52     |     42     |     10     |     0      |
    192     |     42     |     32     |     10     |     0      |
    193     |     32     |     25     |     7      |     0      |
    194     |     25     |     23     |     2      |     0      |
    195     |     23     |     16     |     7      |     0      |
    196     |     16     |     14     |     2      |     0      |
    197     |     57     |     52     |     5      |     0      |
    198     |     52     |     47     |     5      |     0      |
    199     |     47     |     37     |     10     |     0      |
    200     |     37     |     35     |     2      |     0      |
    201     |     35     |     28     |     7      |     0      |
    202     |     28     |     23     |     5      |     0      |
    203     |     23     |     13     |     10     |     0      |
    204     |     13     |     3      |     10     |     0      |
    205     |     51     |     46     |     5      |     0      |
    206     |     46     |     44     |     2      |     0      |
    207     |     44     |     37     |     7      |     0      |
    208     |     37     |     27     |     10     |     0      |
    209     |     27     |     15     |     12     |     0      |
    210     |     15     |     8      |     7      |     0      |
    211     |     49     |     39     |     10     |     0      |
    212     |     39     |     37     |     2      |     0      |
    213     |     37     |     25     |     12     |     0      |
    214     |     25     |     23     |     2      |     0      |
    215     |     69     |     64     |     5      |     0      |
    216     |     64     |     52     |     12     |     0      |
    217     |     52     |     45     |     7      |     0      |
    218     |     45     |     33     |     12     |     0      |
    219     |     33     |     28     |     5      |     0      |
    220     |     28     |     28     |     0      |     0      |
    221     |     28     |     28     |     0      |     0      |
    222     |     28     |     28     |     0      |     0      |
    223     |     28     |     21     |     7      |     0      |
    224     |     73     |     61     |     12     |     0      |
    225     |     61     |     59     |     2      |     0      |
    226     |     59     |     54     |     5      |     0      |
    227     |     54     |     44     |     10     |     0      |
    228     |     44     |     37     |     7      |     0      |
    229     |     37     |     35     |     2      |     0      |
    230     |     35     |     28     |     7      |     0      |
    231     |     28     |     23     |     5      |     0      |
    232     |     23     |     23     |     0      |     0      |
    233     |     64     |     54     |     10     |     0      |
    234     |     54     |     47     |     7      |     0      |
    235     |     47     |     42     |     5      |     0      |
    236     |     42     |     40     |     2      |     0      |
    237     |     40     |     30     |     10     |     0      |
    238     |     73     |     66     |     7      |     0      |
    239     |     66     |     59     |     7      |     0      |
    240     |     59     |     47     |     12     |     0      |
    241     |     47     |     47     |     0      |     0      |
    242     |     47     |     40     |     7      |     0      |
    243     |     40     |     35     |     5      |     0      |
    244     |     35     |     30     |     5      |     0      |
    245     |     75     |     68     |     7      |     0      |
    246     |     68     |     58     |     10     |     0      |
    247     |     58     |     56     |     2      |     0      |
    248     |     56     |     56     |     0      |     0      |
    249     |     56     |     54     |     2      |     0      |
    250     |     54     |     54     |     0      |     0      |
    251     |     54     |     44     |     10     |     0      |
    252     |     44     |     42     |     2      |     0      |
    253     |     42     |     40     |     2      |     0      |
    254     |     81     |     74     |     7      |     0      |
    255     |     28     |     23     |     5      |     46     |
* * * * * There was a fire in the stock room today. * * * * *
    256     |     23     |     16     |     7      |     0      |
    257     |     16     |     16     |     0      |     0      |
    258     |     78     |     78     |     0      |     0      |
    259     |     78     |     73     |     5      |     0      |
    260     |     73     |     66     |     7      |     0      |
    261     |     66     |     56     |     10     |     0      |
    262     |     56     |     44     |     12     |     0      |
    263     |     44     |     34     |     10     |     0      |
    264     |     34     |     34     |     0      |     0      |
    265     |     34     |     29     |     5      |     0      |
    266     |     2      |     2      |     0      |     27     |
* * * * * There was a fire in the stock room today. * * * * *
    267     |     43     |     36     |     7      |     0      |
    268     |     36     |     26     |     10     |     0      |
    269     |     26     |     14     |     12     |     0      |
    270     |     14     |     7      |     7      |     0      |
    271     |     7      |     0      |     12     |     0      |
    272     |     42     |     37     |     5      |     0      |
    273     |     37     |     32     |     5      |     0      |
    274     |     75     |     65     |     10     |     0      |
    275     |     65     |     53     |     12     |     0      |
    276     |     53     |     46     |     7      |     0      |
    277     |     46     |     39     |     7      |     0      |
    278     |     39     |     37     |     2      |     0      |
    279     |     37     |     37     |     0      |     0      |
    280     |     37     |     37     |     0      |     0      |
    281     |     37     |     30     |     7      |     0      |
    282     |     30     |     18     |     12     |     0      |
    283     |     64     |     54     |     10     |     0      |
    284     |     54     |     52     |     2      |     0      |
    285     |     52     |     45     |     7      |     0      |
    286     |     45     |     45     |     0      |     0      |
    287     |     45     |     40     |     5      |     0      |
    288     |     40     |     28     |     12     |     0      |
    289     |     28     |     23     |     5      |     0      |
    290     |     68     |     63     |     5      |     0      |
    291     |     63     |     51     |     12     |     0      |
    292     |     51     |     44     |     7      |     0      |
    293     |     44     |     44     |     0      |     0      |
    294     |     44     |     34     |     10     |     0      |
    295     |     34     |     32     |     2      |     0      |
    296     |     73     |     73     |     0      |     0      |
    297     |     73     |     61     |     12     |     0      |
    298     |     61     |     61     |     0      |     0      |
    299     |     61     |     56     |     5      |     0      |
    300     |     56     |     49     |     7      |     0      |
    301     |     49     |     42     |     7      |     0      |
    302     |     42     |     30     |     12     |     0      |
    303     |     30     |     23     |     7      |     0      |
    304     |     23     |     13     |     10     |     0      |
    305     |     13     |     3      |     10     |     0      |
    306     |     46     |     46     |     0      |     0      |
    307     |     46     |     44     |     2      |     0      |
    308     |     44     |     34     |     10     |     0      |
    309     |     34     |     29     |     5      |     0      |
    310     |     29     |     24     |     5      |     0      |
    311     |     24     |     14     |     10     |     0      |
    312     |     55     |     53     |     2      |     0      |
    313     |     53     |     41     |     12     |     0      |
    314     |     41     |     34     |     7      |     0      |
    315     |     34     |     32     |     2      |     0      |
    316     |     76     |     69     |     7      |     0      |
    317     |     69     |     57     |     12     |     0      |
    318     |     57     |     57     |     0      |     0      |
    319     |     57     |     55     |     2      |     0      |
    320     |     55     |     45     |     10     |     0      |
    321     |     45     |     40     |     5      |     0      |
    322     |     40     |     30     |     10     |     0      |
    323     |     30     |     25     |     5      |     0      |
    324     |     25     |     25     |     0      |     0      |
    325     |     25     |     18     |     7      |     0      |
    326     |     63     |     61     |     2      |     0      |
    327     |     61     |     54     |     7      |     0      |
    328     |     54     |     52     |     2      |     0      |
    329     |     52     |     45     |     7      |     0      |
    330     |     45     |     45     |     0      |     0      |
    331     |     45     |     40     |     5      |     0      |
    332     |     40     |     30     |     10     |     0      |
    333     |     30     |     30     |     0      |     0      |
    334     |     30     |     23     |     7      |     0      |
    335     |     23     |     16     |     7      |     0      |
    336     |     61     |     59     |     2      |     0      |
    337     |     59     |     59     |     0      |     0      |
    338     |     59     |     47     |     12     |     0      |
    339     |     47     |     42     |     5      |     0      |
    340     |     42     |     32     |     10     |     0      |
    341     |     32     |     30     |     2      |     0      |
    342     |     30     |     25     |     5      |     0      |
    343     |     25     |     25     |     0      |     0      |
    344     |     68     |     66     |     2      |     0      |
    345     |     66     |     66     |     0      |     0      |
    346     |     66     |     54     |     12     |     0      |
    347     |     54     |     49     |     5      |     0      |
    348     |     49     |     49     |     0      |     0      |
    349     |     49     |     47     |     2      |     0      |
    350     |     47     |     42     |     5      |     0      |
    351     |     42     |     32     |     10     |     0      |
    352     |     32     |     22     |     10     |     0      |
    353     |     22     |     15     |     7      |     0      |
    354     |     58     |     51     |     7      |     0      |
    355     |     51     |     51     |     0      |     0      |
    356     |     51     |     46     |     5      |     0      |
    357     |     46     |     36     |     10     |     0      |
    358     |     36     |     34     |     2      |     0      |
    359     |     34     |     34     |     0      |     0      |
    360     |     34     |     29     |     5      |     0      |
    361     |     29     |     27     |     2      |     0      |
    362     |     76     |     66     |     10     |     0      |
    363     |     66     |     56     |     10     |     0      |
    364     |     56     |     56     |     0      |     0      |
    365     |     56     |     54     |     2      |     0      |
* * * * * Someone placed a massive order today. * * * * *
-----------------------------------------------------------------
Simulation ran for 365days with a demand mod of 0.500000
   and a target inventory on-hand of 85

  Total sales: 2054
  Average stock on hand: 41
  Target sales lost due to OOS: 24
  Total days out of stock: 0
  Total loss/waste: 145
__________________________________________________________________
|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|




_________________________________________________________________
_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_|_
|This scenario conducted for 365 days at a demand modifier of 1.000000.
|    DAY    | ON HAND AM | ON HAND PM | UNITS SOLD | WASTE/LOSS |
|___________|____________|____________|____________|____________|
     1      |     85     |     70     |     15     |     0      |
     2      |     70     |     45     |     25     |     0      |
     3      |     45     |     30     |     15     |     0      |
     4      |     30     |     15     |     15     |     0      |
     5      |     15     |     0      |     20     |     0      |
     6      |     0      |     0      |     0      |     0      |
     7      |     55     |     55     |     0      |     0      |
     8      |     55     |     40     |     15     |     0      |
     9      |     40     |     20     |     20     |     0      |
     10     |     20     |     0      |     25     |     0      |
     11     |     0      |     0      |     10     |     0      |
     12     |     0      |     0      |     5      |     0      |
     13     |     45     |     45     |     0      |     0      |
     14     |     45     |     35     |     10     |     0      |
     15     |     35     |     25     |     10     |     0      |
     16     |     25     |     20     |     5      |     0      |
     17     |     20     |     15     |     5      |     0      |
     18     |     15     |     5      |     10     |     0      |
     19     |     55     |     55     |     0      |     0      |
     20     |     55     |     55     |     0      |     0      |
     21     |     55     |     55     |     0      |     0      |
     22     |     55     |     55     |     0      |     0      |
     23     |     55     |     50     |     5      |     0      |
     24     |     50     |     50     |     0      |     0      |
     25     |     50     |     40     |     10     |     0      |
     26     |     40     |     30     |     10     |     0      |
     27     |     30     |     15     |     15     |     0      |
     28     |     15     |     0      |     15     |     0      |
     29     |     45     |     25     |     20     |     0      |
     30     |     25     |     5      |     20     |     0      |
     31     |     5      |     0      |     10     |     0      |
     32     |     60     |     45     |     15     |     0      |
     33     |     45     |     30     |     15     |     0      |
     34     |     30     |     30     |     0      |     0      |
     35     |     30     |     5      |     25     |     0      |
     36     |     5      |     5      |     0      |     0      |
     37     |     60     |     55     |     5      |     0      |
     38     |     55     |     50     |     5      |     0      |
     39     |     50     |     45     |     5      |     0      |
     40     |     45     |     35     |     10     |     0      |
     41     |     35     |     30     |     5      |     0      |
     42     |     30     |     10     |     20     |     0      |
     43     |     10     |     5      |     5      |     0      |
     44     |     5      |     0      |     5      |     0      |
     45     |     0      |     0      |     25     |     0      |
     46     |     50     |     25     |     25     |     0      |
     47     |     25     |     25     |     0      |     0      |
     48     |     25     |     20     |     5      |     0      |
     49     |     20     |     0      |     20     |     0      |
     50     |     0      |     0      |     0      |     0      |
     51     |     60     |     50     |     10     |     0      |
     52     |     50     |     35     |     15     |     0      |
     53     |     35     |     10     |     25     |     0      |
     54     |     10     |     5      |     5      |     0      |
     55     |     5      |     0      |     10     |     0      |
     56     |     0      |     0      |     0      |     0      |
     57     |     0      |     0      |     25     |     0      |
     58     |     50     |     40     |     10     |     0      |
     59     |     40     |     35     |     5      |     0      |
     60     |     35     |     10     |     25     |     0      |
     61     |     55     |     45     |     10     |     0      |
     62     |     45     |     25     |     20     |     0      |
     63     |     25     |     5      |     20     |     0      |
     64     |     5      |     5      |     0      |     0      |
     65     |     5      |     5      |     0      |     0      |
     66     |     5      |     0      |     10     |     0      |
     67     |     60     |     40     |     20     |     0      |
     68     |     40     |     25     |     15     |     0      |
     69     |     25     |     0      |     25     |     0      |
     70     |     0      |     0      |     15     |     0      |
     71     |     0      |     0      |     10     |     0      |
     72     |     45     |     25     |     20     |     0      |
     73     |     25     |     25     |     0      |     0      |
     74     |     25     |     10     |     15     |     0      |
     75     |     10     |     0      |     10     |     0      |
     76     |     60     |     60     |     0      |     0      |
     77     |     60     |     55     |     5      |     0      |
     78     |     55     |     45     |     10     |     0      |
     79     |     45     |     40     |     5      |     0      |
     80     |     40     |     40     |     0      |     0      |
     81     |     40     |     35     |     5      |     0      |
     82     |     35     |     10     |     25     |     0      |
     83     |     10     |     10     |     0      |     0      |
     84     |     55     |     35     |     20     |     0      |
     85     |     35     |     20     |     15     |     0      |
     86     |     20     |     10     |     10     |     0      |
     87     |     10     |     5      |     5      |     0      |
     88     |     5      |     0      |     15     |     0      |
     89     |     50     |     25     |     25     |     0      |
     90     |     25     |     5      |     20     |     0      |
     91     |     5      |     0      |     15     |     0      |
     92     |     0      |     0      |     15     |     0      |
     93     |     60     |     50     |     10     |     0      |
     94     |     50     |     40     |     10     |     0      |
     95     |     40     |     25     |     15     |     0      |
     96     |     25     |     10     |     15     |     0      |
     97     |     10     |     10     |     0      |     0      |
     98     |     55     |     50     |     5      |     0      |
     99     |     50     |     25     |     25     |     0      |
    100     |     25     |     5      |     20     |     0      |
    101     |     5      |     0      |     10     |     0      |
    102     |     0      |     0      |     10     |     0      |
    103     |     60     |     45     |     15     |     0      |
    104     |     45     |     25     |     20     |     0      |
    105     |     25     |     0      |     25     |     0      |
    106     |     0      |     0      |     5      |     0      |
    107     |     60     |     45     |     15     |     0      |
    108     |     45     |     30     |     15     |     0      |
    109     |     30     |     25     |     5      |     0      |
    110     |     25     |     0      |     25     |     0      |
    111     |     0      |     0      |     0      |     0      |
    112     |     55     |     40     |     15     |     0      |
    113     |     40     |     25     |     15     |     0      |
    114     |     25     |     20     |     5      |     0      |
    115     |     20     |     15     |     5      |     0      |
    116     |     15     |     5      |     10     |     0      |
    117     |     50     |     35     |     15     |     0      |
    118     |     35     |     25     |     10     |     0      |
    119     |     25     |     15     |     10     |     0      |
* * * * * Any deliveries were delayed today. * * * * *
    120     |     65     |     45     |     20     |     0      |
    121     |     45     |     30     |     15     |     0      |
* * * * * Any deliveries were delayed today. * * * * *
    122     |     30     |     30     |     0      |     0      |
    123     |     30     |     5      |     25     |     0      |
    124     |     5      |     5      |     0      |     0      |
    125     |     5      |     0      |     25     |     0      |
    126     |     0      |     0      |     0      |     0      |
    127     |     55     |     55     |     0      |     0      |
    128     |     55     |     30     |     25     |     0      |
    129     |     30     |     10     |     20     |     0      |
    130     |     10     |     5      |     5      |     0      |
    131     |     5      |     0      |     15     |     0      |
    132     |     0      |     0      |     5      |     0      |
    133     |     55     |     55     |     0      |     0      |
    134     |     55     |     40     |     15     |     0      |
    135     |     40     |     25     |     15     |     0      |
* * * * * Someone placed a massive order today. * * * * *
    136     |     23     |     3      |     20     |     2      |
* * * * * There was a fire in the stock room today. * * * * *
    137     |     3      |     0      |     15     |     0      |
    138     |     45     |     30     |     15     |     0      |
    139     |     30     |     25     |     5      |     0      |
    140     |     25     |     0      |     25     |     0      |
    141     |     0      |     0      |     0      |     0      |
    142     |     0      |     0      |     10     |     0      |
    143     |     0      |     0      |     0      |     0      |
    144     |     55     |     40     |     15     |     0      |
    145     |     40     |     15     |     25     |     0      |
    146     |     15     |     5      |     10     |     0      |
    147     |     5      |     0      |     20     |     0      |
    148     |     0      |     0      |     5      |     0      |
    149     |     45     |     25     |     20     |     0      |
    150     |     25     |     20     |     5      |     0      |
    151     |     20     |     0      |     20     |     0      |
    152     |     0      |     0      |     20     |     0      |
    153     |     0      |     0      |     20     |     0      |
    154     |     0      |     0      |     15     |     0      |
    155     |     60     |     55     |     5      |     0      |
    156     |     55     |     40     |     15     |     0      |
    157     |     40     |     30     |     10     |     0      |
    158     |     30     |     5      |     25     |     0      |
    159     |     5      |     0      |     20     |     0      |
    160     |     3      |     3      |     0      |     42     |
* * * * * There was a fire in the stock room today. * * * * *
    161     |     3      |     0      |     25     |     0      |
    162     |     0      |     0      |     0      |     0      |
    163     |     0      |     0      |     25     |     0      |
    164     |     0      |     0      |     10     |     0      |
* * * * * Any deliveries were delayed today. * * * * *
    165     |     0      |     0      |     20     |     0      |
    166     |     82     |     62     |     20     |     0      |
    167     |     62     |     47     |     15     |     0      |
    168     |     47     |     47     |     0      |     0      |
    169     |     47     |     42     |     5      |     0      |
    170     |     42     |     17     |     25     |     0      |
    171     |     17     |     7      |     10     |     0      |
    172     |     50     |     40     |     10     |     0      |
    173     |     40     |     15     |     25     |     0      |
    174     |     3      |     0      |     20     |     12     |
* * * * * There was a fire in the stock room today. * * * * *
    175     |     0      |     0      |     0      |     0      |
    176     |     0      |     0      |     15     |     0      |
* * * * * There was a fire in the stock room today. * * * * *
    177     |     45     |     40     |     5      |     0      |
    178     |     40     |     30     |     10     |     0      |
    179     |     30     |     25     |     5      |     0      |
    180     |     25     |     15     |     10     |     0      |
    181     |     15     |     0      |     20     |     0      |
    182     |     45     |     35     |     10     |     0      |
    183     |     35     |     10     |     25     |     0      |
    184     |     10     |     5      |     5      |     0      |
    185     |     5      |     0      |     5      |     0      |
    186     |     0      |     0      |     10     |     0      |
    187     |     0      |     0      |     25     |     0      |
    188     |     50     |     50     |     0      |     0      |
    189     |     50     |     50     |     0      |     0      |
    190     |     50     |     25     |     25     |     0      |
    191     |     25     |     5      |     20     |     0      |
    192     |     5      |     0      |     20     |     0      |
    193     |     0      |     0      |     15     |     0      |
    194     |     0      |     0      |     5      |     0      |
    195     |     0      |     0      |     15     |     0      |
    196     |     60     |     55     |     5      |     0      |
    197     |     55     |     45     |     10     |     0      |
    198     |     45     |     35     |     10     |     0      |
    199     |     35     |     15     |     20     |     0      |
    200     |     15     |     10     |     5      |     0      |
    201     |     10     |     0      |     15     |     0      |
    202     |     0      |     0      |     10     |     0      |
    203     |     50     |     30     |     20     |     0      |
    204     |     30     |     10     |     20     |     0      |
    205     |     10     |     0      |     10     |     0      |
    206     |     0      |     0      |     5      |     0      |
    207     |     0      |     0      |     15     |     0      |
    208     |     0      |     0      |     20     |     0      |
    209     |     55     |     30     |     25     |     0      |
    210     |     30     |     15     |     15     |     0      |
    211     |     15     |     0      |     20     |     0      |
    212     |     0      |     0      |     5      |     0      |
    213     |     55     |     30     |     25     |     0      |
    214     |     30     |     25     |     5      |     0      |
    215     |     25     |     15     |     10     |     0      |
    216     |     15     |     0      |     25     |     0      |
    217     |     0      |     0      |     15     |     0      |
    218     |     55     |     30     |     25     |     0      |
    219     |     30     |     20     |     10     |     0      |
    220     |     20     |     20     |     0      |     0      |
    221     |     20     |     20     |     0      |     0      |
    222     |     20     |     20     |     0      |     0      |
    223     |     20     |     5      |     15     |     0      |
    224     |     60     |     35     |     25     |     0      |
    225     |     35     |     30     |     5      |     0      |
    226     |     30     |     20     |     10     |     0      |
    227     |     70     |     50     |     20     |     0      |
    228     |     50     |     35     |     15     |     0      |
    229     |     35     |     30     |     5      |     0      |
    230     |     30     |     15     |     15     |     0      |
    231     |     15     |     5      |     10     |     0      |
    232     |     5      |     5      |     0      |     0      |
    233     |     5      |     0      |     20     |     0      |
    234     |     50     |     35     |     15     |     0      |
    235     |     35     |     25     |     10     |     0      |
    236     |     25     |     20     |     5      |     0      |
    237     |     20     |     0      |     20     |     0      |
    238     |     0      |     0      |     15     |     0      |
    239     |     50     |     35     |     15     |     0      |
    240     |     35     |     10     |     25     |     0      |
    241     |     10     |     10     |     0      |     0      |
    242     |     10     |     0      |     15     |     0      |
    243     |     0      |     0      |     10     |     0      |
    244     |     0      |     0      |     10     |     0      |
    245     |     50     |     35     |     15     |     0      |
    246     |     35     |     15     |     20     |     0      |
    247     |     15     |     10     |     5      |     0      |
    248     |     10     |     10     |     0      |     0      |
    249     |     10     |     5      |     5      |     0      |
    250     |     55     |     55     |     0      |     0      |
    251     |     55     |     35     |     20     |     0      |
    252     |     35     |     30     |     5      |     0      |
    253     |     30     |     25     |     5      |     0      |
    254     |     75     |     60     |     15     |     0      |
    255     |     23     |     13     |     10     |     37     |
* * * * * There was a fire in the stock room today. * * * * *
